,Date,USD(PM),Value,DealDay
48,2016-10-29 00:00:00,1273,685.91,0
49,2016-10-30 00:00:00,1273,698,0
50,2016-10-31 00:00:00,1272,702,1
51,2016-11-01 00:00:00,1288.45,697.01,1
52,2016-11-02 00:00:00,1303.75,733.33,1
53,2016-11-03 00:00:00,1301,686.17,1
54,2016-11-04 00:00:00,1302.8,683.69,1
55,2016-11-05 00:00:00,1302.8,704.79,0
56,2016-11-06 00:00:00,1302.8,712,0
57,2016-11-07 00:00:00,1283.05,709.96,1
58,2016-11-08 00:00:00,1282.35,708.97,1
59,2016-11-09 00:00:00,1281.4,720.93,1
60,2016-11-10 00:00:00,1267.5,721.5,1
61,2016-11-11 00:00:00,1236.45,715.45,1
62,2016-11-12 00:00:00,1236.45,703.71,0
63,2016-11-13 00:00:00,1236.45,702.28,0
64,2016-11-14 00:00:00,1213.6,706.46,1
65,2016-11-15 00:00:00,1226.95,710.91,1
66,2016-11-16 00:00:00,1229.2,711.73,1
67,2016-11-17 00:00:00,1226.75,736.96,1
68,2016-11-18 00:00:00,1211,747.52,1
69,2016-11-19 00:00:00,1211,748.98,0
70,2016-11-20 00:00:00,1211,729.06,0
71,2016-11-21 00:00:00,1214.25,738.53,1
72,2016-11-22 00:00:00,1212.25,736.97,1
73,2016-11-23 00:00:00,1185.35,741.63,1
74,2016-11-24 00:00:00,1186.1,737.45,1
75,2016-11-25 00:00:00,1187.7,735.64,1
76,2016-11-26 00:00:00,1187.7,733.67,0
77,2016-11-27 00:00:00,1187.7,727.96,0
78,2016-11-28 00:00:00,1187,727.31,1
79,2016-11-29 00:00:00,1186.55,732.71,1
80,2016-11-30 00:00:00,1178.1,742.69,1
81,2016-12-01 00:00:00,1161.85,742.05,1
82,2016-12-02 00:00:00,1173.5,772.43,1
83,2016-12-03 00:00:00,1173.5,764.33,0
84,2016-12-04 00:00:00,1173.5,762.97,0
85,2016-12-05 00:00:00,1162.2,754.63,1
86,2016-12-06 00:00:00,1172.5,756.62,1
87,2016-12-07 00:00:00,1177.65,758.99,1
88,2016-12-08 00:00:00,1171.05,769.72,1
89,2016-12-09 00:00:00,1163.6,770.02,1
90,2016-12-10 00:00:00,1163.6,769.08,0
91,2016-12-11 00:00:00,1163.6,777,0
92,2016-12-12 00:00:00,1156.1,777,1
93,2016-12-13 00:00:00,1158.55,777.99,1
94,2016-12-14 00:00:00,1162.25,774.89,1
95,2016-12-15 00:00:00,1126.95,776.75,1
96,2016-12-16 00:00:00,1131.6,775.88,1
97,2016-12-17 00:00:00,1131.6,788.7,0
98,2016-12-18 00:00:00,1131.6,788.4,0
99,2016-12-19 00:00:00,1136.25,788.67,1
100,2016-12-20 00:00:00,1125.7,793.09,1
101,2016-12-21 00:00:00,1133.65,824.21,1
102,2016-12-22 00:00:00,1131.35,834.97,1
103,2016-12-23 00:00:00,1131.35,901.31,0
104,2016-12-24 00:00:00,1131.35,891.61,0
105,2016-12-25 00:00:00,1131.35,892.6,0
106,2016-12-26 00:00:00,1131.35,897.33,0
107,2016-12-27 00:00:00,1131.35,930.37,0
108,2016-12-28 00:00:00,1134.6,930.34,1
109,2016-12-29 00:00:00,1145.9,963.38,1
110,2016-12-30 00:00:00,1145.9,952.15,0
111,2016-12-31 00:00:00,1145.9,958.12,0
112,2017-01-01 00:00:00,1145.9,997.72,0
113,2017-01-02 00:00:00,1145.9,1015.97,0
114,2017-01-03 00:00:00,1151,1013.42,1
115,2017-01-04 00:00:00,1164.25,1126.76,1
116,2017-01-05 00:00:00,1176.7,994.67,1
117,2017-01-06 00:00:00,1175.85,999.65,1
118,2017-01-07 00:00:00,1175.85,896.83,0
119,2017-01-08 00:00:00,1175.85,908.14,0
120,2017-01-09 00:00:00,1178.5,910.49,1
121,2017-01-10 00:00:00,1189.5,906.05,1
122,2017-01-11 00:00:00,1178.55,785.22,1
123,2017-01-12 00:00:00,1205.05,780.92,1
124,2017-01-13 00:00:00,1190.35,826.29,1
125,2017-01-14 00:00:00,1190.35,817.91,0
126,2017-01-15 00:00:00,1190.35,819.55,0
127,2017-01-16 00:00:00,1203,830.5,1
128,2017-01-17 00:00:00,1216.05,903.84,1
129,2017-01-18 00:00:00,1214.75,906.6,1
130,2017-01-19 00:00:00,1196.05,895.798875,1
131,2017-01-20 00:00:00,1200.55,893.6210875,1
132,2017-01-21 00:00:00,1200.55,895.64,0
133,2017-01-22 00:00:00,1200.55,918.603625,0
134,2017-01-23 00:00:00,1212.85,922.0736125,1
135,2017-01-24 00:00:00,1216.8,919.97,1
136,2017-01-25 00:00:00,1195,893.045625,1
137,2017-01-26 00:00:00,1189.7,915.95625,1
138,2017-01-27 00:00:00,1184.85,915.05,1
139,2017-01-28 00:00:00,1184.85,920.31225,0
140,2017-01-29 00:00:00,1184.85,915.933,0
141,2017-01-30 00:00:00,1192.8,912.19,1
142,2017-01-31 00:00:00,1212.8,964.706075,1
143,2017-02-01 00:00:00,1203.65,979.703875,1
144,2017-02-02 00:00:00,1221.95,983.42,1
145,2017-02-03 00:00:00,1215.2,1013.027,1
146,2017-02-04 00:00:00,1215.2,1030.999413,0
147,2017-02-05 00:00:00,1215.2,1034.07,0
148,2017-02-06 00:00:00,1226.75,1024.01375,1
149,2017-02-07 00:00:00,1231,1050.11,1
150,2017-02-08 00:00:00,1242.1,1052.84,1
151,2017-02-09 00:00:00,1236.8,976.103,1
152,2017-02-10 00:00:00,1228.3,999.1035,1
153,2017-02-11 00:00:00,1228.3,997.59,0
154,2017-02-12 00:00:00,1228.3,1000.604625,0
155,2017-02-13 00:00:00,1222.25,999.877375,1
156,2017-02-14 00:00:00,1230.75,1001.2,1
157,2017-02-15 00:00:00,1224.4,1012.325988,1
158,2017-02-16 00:00:00,1240.55,1035.208125,1
159,2017-02-17 00:00:00,1241.95,1035.2,1
160,2017-02-18 00:00:00,1241.95,1056.637138,0
161,2017-02-19 00:00:00,1241.95,1052.779286,0
162,2017-02-20 00:00:00,1237.3,1050.87,1
163,2017-02-21 00:00:00,1233.2,1123.788429,1
164,2017-02-22 00:00:00,1236.65,1123.223188,1
165,2017-02-23 00:00:00,1247.9,1130.01,1
166,2017-02-24 00:00:00,1253.65,1174.86625,1
167,2017-02-25 00:00:00,1253.65,1150.605714,0
168,2017-02-26 00:00:00,1253.65,1150.37,0
169,2017-02-27 00:00:00,1257.2,1190.75195,1
170,2017-02-28 00:00:00,1255.6,1187.565286,1
171,2017-03-01 00:00:00,1240.4,1190.89,1
172,2017-03-02 00:00:00,1238.1,1259.410817,1
173,2017-03-03 00:00:00,1226.5,1285.14,1
174,2017-03-04 00:00:00,1226.5,1287,0
175,2017-03-05 00:00:00,1226.5,1270.9333,0
176,2017-03-06 00:00:00,1230.95,1275.197375,1
177,2017-03-07 00:00:00,1216.65,1279.5,1
178,2017-03-08 00:00:00,1209.2,1157.3933,1
179,2017-03-09 00:00:00,1206.55,1192.469143,1
180,2017-03-10 00:00:00,1202.65,1192.09,1
181,2017-03-11 00:00:00,1202.65,1179.159875,0
182,2017-03-12 00:00:00,1202.65,1227.494625,0
183,2017-03-13 00:00:00,1204.2,1227.68,1
184,2017-03-14 00:00:00,1204.6,1245.370786,1
185,2017-03-15 00:00:00,1198.8,1257.399625,1
186,2017-03-16 00:00:00,1229.35,1257,1
187,2017-03-17 00:00:00,1229.6,1091.171888,1
188,2017-03-18 00:00:00,1229.6,952.2323625,0
189,2017-03-19 00:00:00,1229.6,967.69,0
190,2017-03-20 00:00:00,1232.4,1049.084488,1
191,2017-03-21 00:00:00,1241.6,1118.630043,1
192,2017-03-22 00:00:00,1249.05,1113,1
193,2017-03-23 00:00:00,1247.5,1038.789,1
194,2017-03-24 00:00:00,1247.5,941.9197143,1
195,2017-03-25 00:00:00,1247.5,927.93,0
196,2017-03-26 00:00:00,1247.5,956.7863125,0
197,2017-03-27 00:00:00,1257.55,1037.22925,1
198,2017-03-28 00:00:00,1257.25,1041.04,1
199,2017-03-29 00:00:00,1251.1,1040.5755,1
200,2017-03-30 00:00:00,1248.8,1037.90455,1
201,2017-03-31 00:00:00,1244.85,1034.74,1
202,2017-04-01 00:00:00,1244.85,1086.929571,0
203,2017-04-02 00:00:00,1244.85,1099.169125,0
204,2017-04-03 00:00:00,1247.25,1079.99,1
205,2017-04-04 00:00:00,1257.65,1141.600363,1
206,2017-04-05 00:00:00,1245.8,1133.079314,1
207,2017-04-06 00:00:00,1252.5,1133.53,1
208,2017-04-07 00:00:00,1266.45,1190.45425,1
209,2017-04-08 00:00:00,1266.45,1181.149838,0
210,2017-04-09 00:00:00,1266.45,1184.03,0
211,2017-04-10 00:00:00,1250.05,1207.744875,1
212,2017-04-11 00:00:00,1252.9,1226.617038,1
213,2017-04-12 00:00:00,1274.3,1219.09,1
214,2017-04-13 00:00:00,1284.15,1180.023713,1
215,2017-04-14 00:00:00,1284.15,1185.260057,0
216,2017-04-15 00:00:00,1284.15,1170.36,0
217,2017-04-16 00:00:00,1284.15,1186.927413,0
218,2017-04-17 00:00:00,1284.15,1205.634875,0
219,2017-04-18 00:00:00,1278.95,1176.97,1
220,2017-04-19 00:00:00,1279.05,1217.930088,1
221,2017-04-20 00:00:00,1282.1,1241.686325,1
222,2017-04-21 00:00:00,1281.85,1236.63,1
223,2017-04-22 00:00:00,1281.85,1261.311225,0
224,2017-04-23 00:00:00,1281.85,1257.988113,0
225,2017-04-24 00:00:00,1269.4,1240.84,1
226,2017-04-25 00:00:00,1267.8,1279.414688,1
227,2017-04-26 00:00:00,1261.85,1309.109875,1
228,2017-04-27 00:00:00,1262.8,1288.02,1
229,2017-04-28 00:00:00,1266.45,1331.294429,1
230,2017-04-29 00:00:00,1266.45,1334.979038,0
231,2017-04-30 00:00:00,1266.45,1333,0
232,2017-05-01 00:00:00,1266.45,1417.172813,0
233,2017-05-02 00:00:00,1255.45,1452.076288,1
234,2017-05-03 00:00:00,1250.3,1447.55,1
235,2017-05-04 00:00:00,1228.45,1508.292125,1
236,2017-05-05 00:00:00,1228.05,1533.335071,1
237,2017-05-06 00:00:00,1228.05,1518.75,0
238,2017-05-07 00:00:00,1228.05,1535.868429,0
239,2017-05-08 00:00:00,1229.8,1640.619225,1
240,2017-05-09 00:00:00,1220.4,1651.1,1
241,2017-05-10 00:00:00,1222.95,1762.88625,1
242,2017-05-11 00:00:00,1223.15,1820.990563,1
243,2017-05-12 00:00:00,1231.25,1829,1
244,2017-05-13 00:00:00,1231.25,1771.920013,0
245,2017-05-14 00:00:00,1231.25,1776.3165,0
246,2017-05-15 00:00:00,1233.3,1780,1
247,2017-05-16 00:00:00,1234.2,1739.031975,1
248,2017-05-17 00:00:00,1257.4,1807.485063,1
249,2017-05-18 00:00:00,1255.9,1783.98,1
250,2017-05-19 00:00:00,1252,1961.520488,1
251,2017-05-20 00:00:00,1252,2052.909788,0
252,2017-05-21 00:00:00,1252,2008.84,0
253,2017-05-22 00:00:00,1258.85,2090.662313,1
254,2017-05-23 00:00:00,1260.2,2287.710288,1
255,2017-05-24 00:00:00,1252.55,2256.32,1
256,2017-05-25 00:00:00,1256.95,2387.206286,1
257,2017-05-26 00:00:00,1265.05,2211.976857,1
258,2017-05-27 00:00:00,1265.05,2279.82,0
259,2017-05-28 00:00:00,1265.05,2192.9808,0
260,2017-05-29 00:00:00,1265.05,2275.9307,0
261,2017-05-30 00:00:00,1262.7,2290.02,1
262,2017-05-31 00:00:00,1266.2,2285.933914,1
263,2017-06-01 00:00:00,1264.85,2399.242671,1
264,2017-06-02 00:00:00,1274.95,2409.93,1
265,2017-06-03 00:00:00,1274.95,2525.765158,0
266,2017-06-04 00:00:00,1274.95,2516.173143,0
267,2017-06-05 00:00:00,1279.95,2529.53,1
268,2017-06-06 00:00:00,1293.5,2883.313697,1
269,2017-06-07 00:00:00,1291,2664.920863,1
270,2017-06-08 00:00:00,1273.1,2683.03,1
271,2017-06-09 00:00:00,1266.55,2827.4913,1
272,2017-06-10 00:00:00,1266.55,2845.372857,0
273,2017-06-11 00:00:00,1266.55,2898.63,0
274,2017-06-12 00:00:00,1266.4,2657.675063,1
275,2017-06-13 00:00:00,1262,2748.185086,1
276,2017-06-14 00:00:00,1275.5,2706,1
277,2017-06-15 00:00:00,1254.55,2442.48025,1
278,2017-06-16 00:00:00,1255.4,2464.959814,1
279,2017-06-17 00:00:00,1255.4,2477.94,0
280,2017-06-18 00:00:00,1255.4,2507.389252,0
281,2017-06-19 00:00:00,1248.15,2617.210263,1
282,2017-06-20 00:00:00,1242.2,2600,1
283,2017-06-21 00:00:00,1242.5,2671.04325,1
284,2017-06-22 00:00:00,1250.8,2727.288013,1
285,2017-06-23 00:00:00,1255.7,2713.48,1
286,2017-06-24 00:00:00,1255.7,2589.164888,0
287,2017-06-25 00:00:00,1255.7,2512.366286,0
288,2017-06-26 00:00:00,1245.25,2502.03,1
289,2017-06-27 00:00:00,1249.55,2517.903114,1
290,2017-06-28 00:00:00,1248,2585.349186,1
291,2017-06-29 00:00:00,1243.5,2558.3,1
292,2017-06-30 00:00:00,1242.25,2477.641375,1
293,2017-07-01 00:00:00,1242.25,2501.191343,0
294,2017-07-02 00:00:00,1242.25,2421.26,0
295,2017-07-03 00:00:00,1229.25,2561.225429,1
296,2017-07-04 00:00:00,1223.75,2599.729838,1
297,2017-07-05 00:00:00,1220.3,2598.89,1
298,2017-07-06 00:00:00,1224.9,2609.96775,1
299,2017-07-07 00:00:00,1215.65,2491.201214,1
300,2017-07-08 00:00:00,1215.65,2502.86,0
301,2017-07-09 00:00:00,1215.65,2536.238938,0
302,2017-07-10 00:00:00,1211.9,2366.170143,1
303,2017-07-11 00:00:00,1211.05,2327.09,1
304,2017-07-12 00:00:00,1218.8,2385.748571,1
305,2017-07-13 00:00:00,1218.9,2354.783417,1
306,2017-07-14 00:00:00,1230.3,2338.49,1
307,2017-07-15 00:00:00,1230.3,2058.9956,0
308,2017-07-16 00:00:00,1230.3,1931.2143,0
309,2017-07-17 00:00:00,1234.1,1910.96,1
310,2017-07-18 00:00:00,1240.75,2320.12225,1
311,2017-07-19 00:00:00,1242.15,2264.7657,1
312,2017-07-20 00:00:00,1238.7,2265.21,1
313,2017-07-21 00:00:00,1248.55,2682.195363,1
314,2017-07-22 00:00:00,1248.55,2807.609857,0
315,2017-07-23 00:00:00,1248.55,2825.51,0
316,2017-07-24 00:00:00,1255.55,2751.821029,1
317,2017-07-25 00:00:00,1254.4,2560.997917,1
318,2017-07-26 00:00:00,1248.1,2564.3,1
319,2017-07-27 00:00:00,1261.1,2647.625,1
320,2017-07-28 00:00:00,1264.9,2781.636583,1
321,2017-07-29 00:00:00,1264.9,2784.8,0
322,2017-07-30 00:00:00,1264.9,2745.955417,0
323,2017-07-31 00:00:00,1267.55,2866.431667,1
324,2017-08-01 00:00:00,1270.95,2862.9,1
325,2017-08-02 00:00:00,1269.6,2693.633983,1
326,2017-08-03 00:00:00,1268.1,2794.117717,1
327,2017-08-04 00:00:00,1257.7,2790,1
328,2017-08-05 00:00:00,1257.7,3218.115017,0
329,2017-08-06 00:00:00,1257.7,3252.562533,0
330,2017-08-07 00:00:00,1258,3210.2,1
331,2017-08-08 00:00:00,1261.8,3457.374333,1
332,2017-08-09 00:00:00,1271.05,3357.326317,1
333,2017-08-10 00:00:00,1284.4,3340.28,1
334,2017-08-11 00:00:00,1286.1,3632.506667,1
335,2017-08-12 00:00:00,1286.1,3852.802914,0
336,2017-08-13 00:00:00,1286.1,3868.52,0
337,2017-08-14 00:00:00,1282.3,4282.992,1
338,2017-08-15 00:00:00,1270.3,4217.028329,1
339,2017-08-16 00:00:00,1272.75,4179.97,1
340,2017-08-17 00:00:00,1285.15,4328.725717,1
341,2017-08-18 00:00:00,1295.8,4130.440067,1
342,2017-08-19 00:00:00,1295.8,4104.71,0
343,2017-08-20 00:00:00,1295.8,4157.958033,0
344,2017-08-21 00:00:00,1292.9,4043.722,1
345,2017-08-22 00:00:00,1284.2,3986.28,1
346,2017-08-23 00:00:00,1286.65,4174.95,1
347,2017-08-24 00:00:00,1289,4340.316717,1
348,2017-08-25 00:00:00,1285.3,4331.77,1
349,2017-08-26 00:00:00,1285.3,4360.513317,0
350,2017-08-27 00:00:00,1285.3,4354.308333,0
351,2017-08-28 00:00:00,1285.3,4339.05,0
352,2017-08-29 00:00:00,1318.65,4607.98545,1
353,2017-08-30 00:00:00,1308.5,4594.98785,1
354,2017-08-31 00:00:00,1311.75,4582.52,1
355,2017-09-01 00:00:00,1320.4,4911.740017,1
356,2017-09-02 00:00:00,1320.4,4580.38748,0
357,2017-09-03 00:00:00,1320.4,4585.57,0
358,2017-09-04 00:00:00,1333.1,4344.098317,1
359,2017-09-05 00:00:00,1335.55,4488.72014,1
360,2017-09-06 00:00:00,1337.85,4385.02,1
361,2017-09-07 00:00:00,1343.5,4654.6585,1
362,2017-09-08 00:00:00,1346.25,4310.750183,1
363,2017-09-09 00:00:00,1346.25,4312.26,0
364,2017-09-10 00:00:00,1346.25,4329.955,0
365,2017-09-11 00:00:00,1334.2,4248.090017,1
366,2017-09-12 00:00:00,1326.5,4198.59,1
367,2017-09-13 00:00:00,1327.55,3961.271267,1
368,2017-09-14 00:00:00,1324.55,3319.63,1
369,2017-09-15 00:00:00,1322.85,3216.43,1
370,2017-09-16 00:00:00,1322.85,3763.62604,0
371,2017-09-17 00:00:00,1322.85,3746.060783,0
372,2017-09-18 00:00:00,1312.1,3678.53,1
373,2017-09-19 00:00:00,1309.6,3943.413333,1
374,2017-09-20 00:00:00,1311.3,3977.561667,1
375,2017-09-21 00:00:00,1292.1,3894.48,1
376,2017-09-22 00:00:00,1294.8,3637.50255,1
377,2017-09-23 00:00:00,1294.8,3776.3869,0
378,2017-09-24 00:00:00,1294.8,3777.62,0
379,2017-09-25 00:00:00,1293.3,3942.555,1
380,2017-09-26 00:00:00,1300.05,3910.307383,1
381,2017-09-27 00:00:00,1282.55,3881,1
382,2017-09-28 00:00:00,1283.35,4201.98905,1
383,2017-09-29 00:00:00,1283.1,4193.574667,1
384,2017-09-30 00:00:00,1283.1,4164.27,0
385,2017-10-01 00:00:00,1283.1,4360.722967,0
386,2017-10-02 00:00:00,1273.7,4386.88375,1
387,2017-10-03 00:00:00,1271.25,4394.07,1
388,2017-10-04 00:00:00,1274.25,4225.175,1
389,2017-10-05 00:00:00,1274.5,4338.852,1
390,2017-10-06 00:00:00,1261.8,4318.58,1
391,2017-10-07 00:00:00,1261.8,4376.191667,0
392,2017-10-08 00:00:00,1261.8,4602.280883,0
393,2017-10-09 00:00:00,1278.75,4605.66,1
394,2017-10-10 00:00:00,1291.4,4782.28,1
395,2017-10-11 00:00:00,1289.25,4819.485767,1
396,2017-10-12 00:00:00,1290.25,4822.17,1
397,2017-10-13 00:00:00,1299.6,5563.806567,1
398,2017-10-14 00:00:00,1299.6,5739.438733,0
399,2017-10-15 00:00:00,1299.6,5825.99,0
400,2017-10-16 00:00:00,1303.3,5711.205867,1
401,2017-10-17 00:00:00,1284.75,5603.71294,1
402,2017-10-18 00:00:00,1280.2,5594.66,1
403,2017-10-19 00:00:00,1286.4,5727.6335,1
404,2017-10-20 00:00:00,1281.2,5979.45984,1
405,2017-10-21 00:00:00,1281.2,5986.44,0
406,2017-10-22 00:00:00,1281.2,5983.18455,0
407,2017-10-23 00:00:00,1274.9,5876.079867,1
408,2017-10-24 00:00:00,1276.45,5900.59,1
409,2017-10-25 00:00:00,1275,5669.622533,1
410,2017-10-26 00:00:00,1273.75,5893.138417,1
411,2017-10-27 00:00:00,1266.45,5889.82,1
412,2017-10-28 00:00:00,1266.45,5776.69695,0
413,2017-10-29 00:00:00,1266.45,6155.43402,0
414,2017-10-30 00:00:00,1272,6136.49,1
415,2017-10-31 00:00:00,1270.15,6388.645167,1
416,2017-11-01 00:00:00,1277.05,6665.306683,1
417,2017-11-02 00:00:00,1279.2,6751.98,1
418,2017-11-03 00:00:00,1267.2,7197.72006,1
419,2017-11-04 00:00:00,1267.2,7437.543317,0
420,2017-11-05 00:00:00,1267.2,7365.99,0
421,2017-11-06 00:00:00,1270.9,6989.071667,1
422,2017-11-07 00:00:00,1275.6,7092.127233,1
423,2017-11-08 00:00:00,1284,7128.64,1
424,2017-11-09 00:00:00,1284.8,7158.03706,1
425,2017-11-10 00:00:00,1284.3,6719.39785,1
426,2017-11-11 00:00:00,1284.3,6569.22,0
427,2017-11-12 00:00:00,1284.3,5716.301583,0
428,2017-11-13 00:00:00,1277.95,6550.227533,1
429,2017-11-14 00:00:00,1274.6,6493.63,1
430,2017-11-15 00:00:00,1282.2,7301.42992,1
431,2017-11-16 00:00:00,1280,7815.0307,1
432,2017-11-17 00:00:00,1284.35,7868.77,1
433,2017-11-18 00:00:00,1284.35,7817.140383,0
434,2017-11-19 00:00:00,1284.35,8007.654067,0
435,2017-11-20 00:00:00,1286.2,8049.72,1
436,2017-11-21 00:00:00,1283.3,8059.8,1
437,2017-11-22 00:00:00,1286.95,8268.035,1
438,2017-11-23 00:00:00,1290.35,8236.72,1
439,2017-11-24 00:00:00,1290.5,8250.978333,1
440,2017-11-25 00:00:00,1290.5,8707.407267,0
441,2017-11-26 00:00:00,1290.5,8768.8,0
442,2017-11-27 00:00:00,1294.9,9718.29505,1
443,2017-11-28 00:00:00,1291.85,9952.50882,1
444,2017-11-29 00:00:00,1283.85,9919,1
445,2017-11-30 00:00:00,1280.2,10147.372,1
446,2017-12-01 00:00:00,1275.5,10883.912,1
447,2017-12-02 00:00:00,1275.5,10879.88,0
448,2017-12-03 00:00:00,1275.5,11332.622,0
449,2017-12-04 00:00:00,1273.45,11584.83,1
450,2017-12-05 00:00:00,1266.3,11591.22,1
451,2017-12-06 00:00:00,1263.7,13540.98,1
452,2017-12-07 00:00:00,1255,16501.97167,1
453,2017-12-08 00:00:00,1250.65,16860.88,1
454,2017-12-09 00:00:00,1250.65,15142.83415,0
455,2017-12-10 00:00:00,1250.65,14869.805,0
456,2017-12-11 00:00:00,1247.15,15068.95,1
457,2017-12-12 00:00:00,1240.9,17276.39333,1
458,2017-12-13 00:00:00,1242.65,16808.36667,1
459,2017-12-14 00:00:00,1251,16252.31,1
460,2017-12-15 00:00:00,1254.6,17771.9,1
461,2017-12-16 00:00:00,1254.6,19498.68333,0
462,2017-12-17 00:00:00,1254.6,19279.9,0
463,2017-12-18 00:00:00,1260.6,18961.85667,1
464,2017-12-19 00:00:00,1260.35,17737.11167,1
465,2017-12-20 00:00:00,1264.55,17382.94,1
466,2017-12-21 00:00:00,1264.55,16047.51,1
467,2017-12-22 00:00:00,1264.55,15190.945,0
468,2017-12-23 00:00:00,1264.55,13776.61,0
469,2017-12-24 00:00:00,1264.55,13949.175,0
470,2017-12-25 00:00:00,1264.55,14119.02833,0
471,2017-12-26 00:00:00,1264.55,13740.94,0
472,2017-12-27 00:00:00,1279.4,15589.32167,1
473,2017-12-28 00:00:00,1291,14380.58167,1
474,2017-12-29 00:00:00,1291,14214.01,0
475,2017-12-30 00:00:00,1291,13215.574,0
476,2017-12-31 00:00:00,1291,14165.575,0
477,2018-01-01 00:00:00,1291,13796,0
478,2018-01-02 00:00:00,1312.05,15005.85667,1
479,2018-01-03 00:00:00,1314.9,15053.26167,1
480,2018-01-04 00:00:00,1314.5,15039.24,1
481,2018-01-05 00:00:00,1317.15,17174.12,1
482,2018-01-06 00:00:00,1317.15,17319.198,0
483,2018-01-07 00:00:00,1317.15,17155.95,0
484,2018-01-08 00:00:00,1319.95,15265.90667,1
485,2018-01-09 00:00:00,1311,14714.25333,1
486,2018-01-10 00:00:00,1319.75,14437.42,1
487,2018-01-11 00:00:00,1323.05,13296.794,1
488,2018-01-12 00:00:00,1326.8,13912.882,1
489,2018-01-13 00:00:00,1326.8,13791.19,0
490,2018-01-14 00:00:00,1326.8,13852.92,0
491,2018-01-15 00:00:00,1339.25,14012.196,1
492,2018-01-16 00:00:00,1333.85,13554.14,1
493,2018-01-17 00:00:00,1335.65,11116.94667,1
494,2018-01-18 00:00:00,1332.2,11345.42333,1
495,2018-01-19 00:00:00,1334.95,11174.82,1
496,2018-01-20 00:00:00,1334.95,12950.79333,0
497,2018-01-21 00:00:00,1334.95,11505.228,0
498,2018-01-22 00:00:00,1332.6,11513.42,1
499,2018-01-23 00:00:00,1333.4,11223.064,1
500,2018-01-24 00:00:00,1353.7,11282.25833,1
501,2018-01-25 00:00:00,1354.95,11392.03,1
502,2018-01-26 00:00:00,1353.15,10969.815,1
503,2018-01-27 00:00:00,1353.15,11524.77667,0
504,2018-01-28 00:00:00,1353.15,11431.37,0
505,2018-01-29 00:00:00,1343.85,11212.655,1
506,2018-01-30 00:00:00,1344.9,10184.06167,1
507,2018-01-31 00:00:00,1345.05,10082.52,1
508,2018-02-01 00:00:00,1341.35,9083.258333,1
509,2018-02-02 00:00:00,1331.15,8901.901667,1
510,2018-02-03 00:00:00,1331.15,8852.73,0
511,2018-02-04 00:00:00,1331.15,8400.648333,0
512,2018-02-05 00:00:00,1333.6,6838.816667,1
513,2018-02-06 00:00:00,1331.4,6925.46,1
514,2018-02-07 00:00:00,1324.65,8099.958333,1
515,2018-02-08 00:00:00,1315.45,8240.536667,1
516,2018-02-09 00:00:00,1314.1,8245.08,1
517,2018-02-10 00:00:00,1314.1,8319.876566,0
