Date,USD(PM),,,,
2017/9/13,1327.55,,,,
2017/9/14,1324.55,,,,
2017/9/15,1322.85,,,,
2017/9/18,1312.1,,,,
2017/9/19,1309.6,,,,
2017/9/20,1311.3,,,,
2017/9/21,1292.1,,,,
2017/9/22,1294.8,,,,
2017/9/25,1293.3,,,,
2017/9/26,1300.05,,,,
2017/9/27,1282.55,,,,
2017/9/28,1283.35,,,,
2017/9/29,1283.1,,,,
2017/10/2,1273.7,,,,
2017/10/3,1271.25,,,,
2017/10/4,1274.25,,,,
2017/10/5,1274.5,,,,
2017/10/6,1261.8,,,,
2017/10/9,1278.75,,,,
2017/10/10,1291.4,,,,
2017/10/11,1289.25,,,,
2017/10/12,1290.25,,,,
2017/10/13,1299.6,,,,
2017/10/16,1303.3,,,,
2017/10/17,1284.75,,,,
2017/10/18,1280.2,,,,
2017/10/19,1286.4,,,,
2017/10/20,1281.2,,,,
2017/10/23,1274.9,,,,
2017/10/24,1276.45,,,,
2017/10/25,1275,,,,
2017/10/26,1273.75,,,,
2017/10/27,1266.45,,,,
2017/10/30,1272,,,,
2017/10/31,1270.15,,,,
2017/11/1,1277.05,,,,
2017/11/2,1279.2,,,,
2017/11/3,1267.2,,,,
2017/11/6,1270.9,,,,
2017/11/7,1275.6,,,,
2017/11/8,1284,,,,
2017/11/9,1284.8,,,,
2017/11/10,1284.3,,,,
2017/11/13,1277.95,,,,
2017/11/14,1274.6,,,,
2017/11/15,1282.2,,,,
2017/11/16,1280,,,,
2017/11/17,1284.35,,,,
2017/11/20,1286.2,,,,
2017/11/21,1283.3,,,,
2017/11/22,1286.95,,,,
2017/11/23,1290.35,,,,
2017/11/24,1290.5,,,,
2017/11/27,1294.9,,,,
2017/11/28,1291.85,,,,
2017/11/29,1283.85,,,,
2017/11/30,1280.2,,,,
2017/12/1,1275.5,,,,
2017/12/4,1273.45,,,,
2017/12/5,1266.3,,,,
2017/12/6,1263.7,,,,
2017/12/7,1255,,,,
2017/12/8,1250.65,,,,
2017/12/11,1247.15,,,,
2017/12/12,1240.9,,,,
2017/12/13,1242.65,,,,
2017/12/14,1251,,,,
2017/12/15,1254.6,,,,
2017/12/18,1260.6,,,,
2017/12/19,1260.35,,,,
2017/12/20,1264.55,,,,
2017/12/21,1264.55,,,,
2017/12/27,1279.4,,,,
2017/12/28,1291,,,,
2018/1/2,1312.05,,,,
2018/1/3,1314.9,,,,
2018/1/4,1314.5,,,,
2018/1/5,1317.15,,,,
2018/1/8,1319.95,,,,
2018/1/9,1311,,,,
2018/1/10,1319.75,,,,
2018/1/11,1323.05,,,,
2018/1/12,1326.8,,,,
2018/1/15,1339.25,,,,
2018/1/16,1333.85,,,,
2018/1/17,1335.65,,,,
2018/1/18,1332.2,,,,
2018/1/19,1334.95,,,,
2018/1/22,1332.6,,,,
2018/1/23,1333.4,,,,
2018/1/24,1353.7,,,,
2018/1/25,1354.95,,,,
2018/1/26,1353.15,,,,
2018/1/29,1343.85,,,,
2018/1/30,1344.9,,,,
2018/1/31,1345.05,,,,
2018/2/1,1341.35,,,,
2018/2/2,1331.15,,,,
2018/2/5,1333.6,,,,
2018/2/6,1331.4,,,,
2018/2/7,1324.65,,,,
2018/2/8,1315.45,,,,
2018/2/9,1314.1,,,,
2018/2/12,1322.3,,,,
2018/2/13,1325.35,,,,
2018/2/14,1336.25,,,,
2018/2/15,1352.45,,,,
2018/2/16,1352.1,,,,
2018/2/19,1346.6,,,,
2018/2/20,1339.85,,,,
2018/2/21,1330.5,,,,
2018/2/22,1328.35,,,,
2018/2/23,1327.95,,,,
2018/2/26,1333.5,,,,
2018/2/27,1325.75,,,,
2018/2/28,1317.85,,,,
2018/3/1,1307.75,,,,
2018/3/2,1322.3,,,,
2018/3/5,1320.4,,,,
2018/3/6,1331.4,,,,
2018/3/7,1329.4,,,,
2018/3/8,1321,,,,
2018/3/9,1320.6,,,,
2018/3/12,1319.15,,,,
2018/3/13,1322.75,,,,
2018/3/14,1323.55,,,,
2018/3/15,1318.75,,,,
2018/3/16,1310.1,,,,
2018/3/19,1312.4,,,,
2018/3/20,1311,,,,
2018/3/21,1321.35,,,,
2018/3/22,1329.15,,,,
2018/3/23,1346.6,,,,
2018/3/26,1352.4,,,,
2018/3/27,1341.45,,,,
2018/3/28,1332.45,,,,
2018/3/29,1323.85,,,,
2018/4/3,1333.45,,,,
2018/4/4,1337.3,,,,
2018/4/5,1327.7,,,,
2018/4/6,1331.2,,,,
2018/4/9,1331.95,,,,
2018/4/10,1338.95,,,,
2018/4/11,1350.75,,,,
2018/4/12,1341.35,,,,
2018/4/13,1343.7,,,,
2018/4/16,1349.35,,,,
2018/4/17,1342.1,,,,
2018/4/18,1351.45,,,,
2018/4/19,1348.6,,,,
2018/4/20,1336.75,,,,
2018/4/23,1324.3,,,,
2018/4/24,1328.85,,,,
2018/4/25,1321.65,,,,
2018/4/26,1320.7,,,,
2018/4/27,1321.5,,,,
2018/4/30,1313.2,,,,
2018/5/1,1307.1,,,,
2018/5/2,1304.2,,,,
2018/5/3,1315.05,,,,
2018/5/4,1309.4,,,,
2018/5/8,1306.6,,,,
2018/5/9,1313.85,,,,
2018/5/10,1318.8,,,,
2018/5/11,1324.35,,,,
2018/5/14,1319.85,,,,
2018/5/15,1295,,,,
2018/5/16,1291.25,,,,
2018/5/17,1289.5,,,,
2018/5/18,1288.3,,,,
2018/5/21,1288.35,,,,
2018/5/22,1293.05,,,,
2018/5/23,1289,,,,
2018/5/24,1304.85,,,,
2018/5/25,1303.5,,,,
2018/5/29,1295.5,,,,
2018/5/30,1300.7,,,,
2018/5/31,1305.35,,,,
2018/6/1,1294.6,,,,
2018/6/4,1295.45,,,,
2018/6/5,1292.05,,,,
2018/6/6,1300.1,,,,
2018/6/7,1297.25,,,,
2018/6/8,1298.25,,,,
2018/6/11,1299.6,,,,
2018/6/12,1298.65,,,,
2018/6/13,1296.15,,,,
2018/6/14,1302.75,,,,
2018/6/15,1285.25,,,,
2018/6/18,1281.55,,,,
2018/6/19,1276.15,,,,
2018/6/20,1274.2,,,,
2018/6/21,1266.15,,,,
2018/6/22,1269.15,,,,
2018/6/25,1268.7,,,,
2018/6/26,1260.3,,,,
2018/6/27,1254.6,,,,
2018/6/28,1251.55,,,,
2018/6/29,1250.45,,,,
2018/7/2,1247.8,,,,
2018/7/3,1251.75,,,,
2018/7/4,1255.65,,,,
2018/7/5,1255.5,,,,
2018/7/6,1255.35,,,,
2018/7/9,1262.05,,,,
2018/7/10,1254,,,,
2018/7/11,1251.4,,,,
2018/7/12,1245.9,,,,
2018/7/13,1241.7,,,,
2018/7/16,1241.1,,,,
2018/7/17,1232.8,,,,
2018/7/18,1224.5,,,,
2018/7/19,1217.55,,,,
2018/7/20,1228.75,,,,
2018/7/23,1224.95,,,,
2018/7/24,1228.35,,,,
2018/7/25,1231.5,,,,
2018/7/26,1228.25,,,,
2018/7/27,1223.95,,,,
2018/7/30,1223.8,,,,
2018/7/31,1220.95,,,,
2018/8/1,1219,,,,
2018/8/2,1215.45,,,,
2018/8/3,1216.3,,,,
2018/8/6,1209.65,,,,
2018/8/7,1212.35,,,,
2018/8/8,1209.55,,,,
2018/8/9,1214.35,,,,
2018/8/10,1214.4,,,,
2018/8/13,1200.35,,,,
2018/8/14,1197,,,,
2018/8/15,1182,,,,
2018/8/16,1180.4,,,,
2018/8/17,1178.4,,,,
2018/8/20,1184.35,,,,
2018/8/21,1190.95,,,,
2018/8/22,1196.65,,,,
2018/8/23,1192.35,,,,
2018/8/24,1197.7,,,,
2018/8/28,1212.25,,,,
2018/8/29,1204.2,,,,
2018/8/30,1197.3,,,,
2018/8/31,1202.45,,,,
2018/9/3,1200.05,,,,
2018/9/4,1190.85,,,,
2018/9/5,1196.7,,,,
2018/9/6,1205.15,,,,
2018/9/7,1198.9,,,,
2018/9/10,1196.6,,,,
2018/9/11,1189.85,,,,
2018/9/12,1195.6,,,,
2018/9/13,1209.8,,,,
2018/9/14,1201.95,,,,
2018/9/17,1201.9,,,,
2018/9/18,1200.2,,,,
2018/9/19,1203.3,,,,
2018/9/20,1208.35,,,,
2018/9/21,1198.7,,,,
2018/9/24,1202.75,,,,
2018/9/25,1201.9,,,,
2018/9/26,1194.25,,,,
2018/9/27,1185.4,,,,
2018/9/28,1187.25,,,,
2018/10/1,1189.35,,,,
2018/10/2,1204.7,,,,
2018/10/3,1201.2,,,,
2018/10/4,1203.45,,,,
2018/10/5,1203.8,,,,
2018/10/8,1186.95,,,,
2018/10/9,1185.55,,,,
2018/10/10,1188.6,,,,
2018/10/11,1205.55,,,,
2018/10/12,1219.75,,,,
2018/10/15,1229.95,,,,
2018/10/16,1230.7,,,,
2018/10/17,1229.05,,,,
2018/10/18,1223,,,,
2018/10/19,1227.85,,,,
2018/10/22,1222.3,,,,
2018/10/23,1235.95,,,,
2018/10/24,1230.55,,,,
2018/10/25,1230.8,,,,
2018/10/26,1233.85,,,,
2018/10/29,1230.8,,,,
2018/10/30,1225.4,,,,
2018/10/31,1214.95,,,,
2018/11/1,1231.15,,,,
2018/11/2,1232.1,,,,
2018/11/5,1232.25,,,,
2018/11/6,1231.6,,,,
2018/11/7,1229.95,,,,
2018/11/8,1224.15,,,,
2018/11/9,1211.4,,,,
2018/11/12,1205.55,,,,
2018/11/13,1202.1,,,,
2018/11/14,1203.25,,,,
2018/11/15,1211.85,,,,
2018/11/16,1222.4,,,,
2018/11/19,1221.6,,,,
2018/11/20,1223,,,,
2018/11/21,1226.1,,,,
2018/11/22,1227.05,,,,
2018/11/23,1223.65,,,,
2018/11/26,1223.4,,,,
2018/11/27,1221.2,,,,
2018/11/28,1213.25,,,,
2018/11/29,1226.25,,,,
2018/11/30,1217.55,,,,
2018/12/3,1230.3,,,,
2018/12/4,1240.3,,,,
2018/12/5,1235.9,,,,
2018/12/6,1242.55,,,,
2018/12/7,1243.3,,,,
2018/12/10,1245.35,,,,
2018/12/11,1245.3,,,,
2018/12/12,1245.75,,,,
2018/12/13,1242.75,,,,
2018/12/14,1235.35,,,,
2018/12/17,1241.65,,,,
2018/12/18,1246.3,,,,
2018/12/19,1255,,,,
2018/12/20,1259.75,,,,
2018/12/21,1258.15,,,,
2018/12/27,1268,,,,
2018/12/28,1279,,,,
2019/1/2,1282.9,,,,
2019/1/3,1290.45,,,,
2019/1/4,1279.9,,,,
2019/1/7,1292.2,,,,
2019/1/8,1286.45,,,,
2019/1/9,1288.6,,,,
2019/1/10,1291.9,,,,
2019/1/11,1288.95,,,,
2019/1/14,1292.75,,,,
2019/1/15,1294.4,,,,
2019/1/16,1292.3,,,,
2019/1/17,1290.7,,,,
2019/1/18,1284.2,,,,
2019/1/21,1279.55,,,,
2019/1/22,1282.1,,,,
2019/1/23,1279.8,,,,
2019/1/24,1283.7,,,,
2019/1/25,1293.9,,,,
2019/1/28,1302.15,,,,
2019/1/29,1307.55,,,,
2019/1/30,1310.7,,,,
2019/1/31,1323.25,,,,
2019/2/1,1318.7,,,,
2019/2/4,1312.15,,,,
2019/2/5,1314.2,,,,
2019/2/6,1312.4,,,,
2019/2/7,1310,,,,
2019/2/8,1314.85,,,,
2019/2/11,1306.4,,,,
2019/2/12,1310,,,,
2019/2/13,1312.8,,,,
2019/2/14,1311.45,,,,
2019/2/15,1316.55,,,,
2019/2/18,1325.5,,,,
2019/2/19,1334.15,,,,
2019/2/20,1343.75,,,,
2019/2/21,1331.25,,,,
2019/2/22,1329.05,,,,
2019/2/25,1331.05,,,,
2019/2/26,1325.05,,,,
2019/2/27,1322.85,,,,
2019/2/28,1319.15,,,,
2019/3/1,1311.95,,,,
2019/3/4,1285.4,,,,
2019/3/5,1283.8,,,,
2019/3/6,1285.85,,,,
2019/3/7,1285.3,,,,
2019/3/8,1296.75,,,,
2019/3/11,1292.75,,,,
2019/3/12,1297.05,,,,
2019/3/13,1306.95,,,,
2019/3/14,1295.55,,,,
2019/3/15,1303.5,,,,
2019/3/18,1305.6,,,,
2019/3/19,1307.7,,,,
2019/3/20,1303.7,,,,
2019/3/21,1309.6,,,,
2019/3/22,1311.3,,,,
2019/3/25,1319.55,,,,
2019/3/26,1316.3,,,,
2019/3/27,1309.7,,,,
2019/3/28,1295.15,,,,
2019/3/29,1295.4,,,,
2019/4/1,1293.5,,,,
2019/4/2,1290.3,,,,
2019/4/3,1290.45,,,,
2019/4/4,1283.15,,,,
2019/4/5,1288.45,,,,
2019/4/8,1300,,,,
2019/4/9,1303,,,,
2019/4/10,1305.45,,,,
2019/4/11,1298.8,,,,
2019/4/12,1294.3,,,,
2019/4/15,1285.65,,,,
2019/4/16,1276.35,,,,
2019/4/17,1275.85,,,,
2019/4/18,1275.7,,,,
2019/4/23,1269.5,,,,
2019/4/24,1271.65,,,,
2019/4/25,1280.8,,,,
2019/4/26,1284.2,,,,
2019/4/29,1279.5,,,,
2019/4/30,1282.3,,,,
2019/5/1,1283.8,,,,
2019/5/2,1270.95,,,,
2019/5/3,1278.55,,,,
2019/5/7,1281.2,,,,
2019/5/8,1285.2,,,,
2019/5/9,1286.1,,,,
2019/5/10,1287.1,,,,
2019/5/13,1295.6,,,,
2019/5/14,1298.4,,,,
2019/5/15,1299.1,,,,
2019/5/16,1291.7,,,,
2019/5/17,1280.8,,,,
2019/5/20,1276.85,,,,
2019/5/21,1271.15,,,,
2019/5/22,1273.8,,,,
2019/5/23,1283.65,,,,
2019/5/24,1282.5,,,,
2019/5/28,1278.3,,,,
2019/5/29,1281.65,,,,
2019/5/30,1280.95,,,,
2019/5/31,1295.55,,,,
2019/6/3,1317.1,,,,
2019/6/4,1324.25,,,,
2019/6/5,1335.05,,,,
2019/6/6,1335.5,,,,
2019/6/7,1340.65,,,,
2019/6/10,1328.6,,,,
2019/6/11,1324.3,,,,
2019/6/12,1332.35,,,,
2019/6/13,1335.9,,,,
2019/6/14,1351.25,,,,
2019/6/17,1341.3,,,,
2019/6/18,1341.35,,,,
2019/6/19,1344.05,,,,
2019/6/20,1379.5,,,,
2019/6/21,1397.15,,,,
2019/6/24,1405.7,,,,
2019/6/25,1431.4,,,,
2019/6/26,1403.95,,,,
2019/6/27,1402.5,,,,
2019/6/28,1409,,,,
2019/7/1,1390.1,,,,
2019/7/2,1391.05,,,,
2019/7/3,1413.5,,,,
2019/7/4,1414.9,,,,
2019/7/5,1388.65,,,,
2019/7/8,1400.1,,,,
2019/7/9,1391.55,,,,
2019/7/10,1408.3,,,,
2019/7/11,1413.75,,,,
2019/7/12,1407.6,,,,
2019/7/15,1412.4,,,,
2019/7/16,1409.85,,,,
2019/7/17,1410.35,,,,
2019/7/18,1417.45,,,,
2019/7/19,1439.7,,,,
2019/7/22,1427.75,,,,
2019/7/23,1425.55,,,,
2019/7/24,1426.95,,,,
2019/7/25,1416.1,,,,
2019/7/26,1420.4,,,,
2019/7/29,1419.05,,,,
2019/7/30,1425.9,,,,
2019/7/31,1427.55,,,,
2019/8/1,1406.8,,,,
2019/8/2,1441.75,,,,
2019/8/5,1465.25,,,,
2019/8/6,1465.25,,,,
2019/8/7,1506.05,,,,
2019/8/8,1495.75,,,,
2019/8/9,1497.7,,,,
2019/8/12,1504.7,,,,
2019/8/13,1498.4,,,,
2019/8/14,1513.25,,,,
2019/8/15,1515.65,,,,
2019/8/16,1515.25,,,,
2019/8/19,1496.6,,,,
2019/8/20,1504.55,,,,
2019/8/21,1503.25,,,,
2019/8/22,1502.05,,,,
2019/8/23,1503.8,,,,
2019/8/27,1532.95,,,,
2019/8/28,1537.15,,,,
2019/8/29,1540.2,,,,
2019/8/30,1528.4,,,,
2019/9/2,1525.95,,,,
2019/9/3,1537.85,,,,
2019/9/4,1546.1,,,,
2019/9/5,1529.1,,,,
2019/9/6,1523.7,,,,
2019/9/9,1509.2,,,,
2019/9/10,1498.25,,,,
2019/9/11,1490.65,,,,
2019/9/12,1515.2,,,,
2019/9/13,1503.1,,,,
2019/9/16,1497.2,,,,
2019/9/17,1502.1,,,,
2019/9/18,1503.5,,,,
2019/9/19,1500.7,,,,
2019/9/20,1501.9,,,,
2019/9/23,1522.1,,,,
2019/9/24,1520.65,,,,
2019/9/25,1528.75,,,,
2019/9/26,1506.4,,,,
2019/9/27,1489.9,,,,
2019/9/30,1485.3,,,,
2019/10/1,1473.45,,,,
2019/10/2,1492.6,,,,
2019/10/3,1517.1,,,,
2019/10/4,1499.15,,,,
2019/10/7,1501.25,,,,
2019/10/8,1505.85,,,,
2019/10/9,1507.25,,,,
2019/10/10,1494.8,,,,
2019/10/11,1479.15,,,,
2019/10/14,1490.6,,,,
2019/10/15,1487.8,,,,
2019/10/16,1485.1,,,,
2019/10/17,1492.65,,,,
2019/10/18,1490,,,,
2019/10/21,1491.65,,,,
2019/10/22,1485.35,,,,
2019/10/23,1494.45,,,,
2019/10/24,1496.55,,,,
2019/10/25,1513.45,,,,
2019/10/28,1492.4,,,,
2019/10/29,1486.75,,,,
2019/10/30,1492.1,,,,
2019/10/31,1510.95,,,,
2019/11/1,1508.8,,,,
2019/11/4,1509.45,,,,
2019/11/5,1488.95,,,,
2019/11/6,1486.05,,,,
2019/11/7,1484.25,,,,
2019/11/8,1464.15,,,,
2019/11/11,1458.7,,,,
2019/11/12,1452.05,,,,
2019/11/13,1462.9,,,,
2019/11/14,1466.65,,,,
2019/11/15,1466.9,,,,
2019/11/18,1467.65,,,,
2019/11/19,1468.45,,,,
2019/11/20,1471.7,,,,
2019/11/21,1467.05,,,,
2019/11/22,1464.45,,,,
2019/11/25,1458.4,,,,
2019/11/26,1454.65,,,,
2019/11/27,1454.35,,,,
2019/11/28,1454.65,,,,
2019/11/29,1460.15,,,,
2019/12/2,1461.15,,,,
2019/12/3,1477.3,,,,
2019/12/4,1475.1,,,,
2019/12/5,1475.95,,,,
2019/12/6,1459.65,,,,
2019/12/9,1461.7,,,,
2019/12/10,1464.95,,,,
2019/12/11,1466.8,,,,
2019/12/12,1467.8,,,,
2019/12/13,1466.6,,,,
2019/12/16,1477.9,,,,
2019/12/17,1475.8,,,,
2019/12/18,1474.05,,,,
2019/12/19,1476.7,,,,
2019/12/20,1479,,,,
2019/12/23,1482.1,,,,
2019/12/27,1511.5,,,,
2019/12/30,1514.75,,,,
2020/1/2,1527.1,,,,
2020/1/3,1548.75,,,,
2020/1/6,1573.1,,,,
2020/1/7,1567.85,,,,
2020/1/8,1571.95,,,,
2020/1/9,1550.75,,,,
2020/1/10,1553.6,,,,
2020/1/13,1549.9,,,,
2020/1/14,1545.1,,,,
2020/1/15,1549,,,,
2020/1/16,1554.55,,,,
2020/1/17,1557.6,,,,
2020/1/20,1560.15,,,,
2020/1/21,1551.3,,,,
2020/1/22,1556.9,,,,
2020/1/23,1562.9,,,,
2020/1/24,1564.3,,,,
2020/1/27,1580.1,,,,
2020/1/28,1574,,,,
2020/1/29,1573.45,,,,
2020/1/30,1578.25,,,,
2020/1/31,1584.2,,,,
2020/2/3,1574.75,,,,
2020/2/4,1558.35,,,,
2020/2/5,1553.3,,,,
2020/2/6,1563.3,,,,
2020/2/7,1572.65,,,,
2020/2/10,1573.2,,,,
2020/2/11,1570.5,,,,
2020/2/12,1563.7,,,,
2020/2/13,1575.05,,,,
2020/2/14,1581.4,,,,
2020/2/17,1580.8,,,,
2020/2/18,1589.85,,,,
2020/2/19,1604.2,,,,
2020/2/20,1619,,,,
2020/2/21,1643.3,,,,
2020/2/24,1671.65,,,,
2020/2/25,1650.3,,,,
2020/2/26,1634.9,,,,
2020/2/27,1652,,,,
2020/2/28,1609.85,,,,
2020/3/2,1599.65,,,,
2020/3/3,1615.5,,,,
2020/3/4,1641.85,,,,
2020/3/5,1659.6,,,,
2020/3/6,1683.65,,,,
2020/3/9,1672.5,,,,
2020/3/10,1655.7,,,,
2020/3/11,1653.75,,,,
2020/3/12,1570.7,,,,
